Unnamed: 0,artist,seq,song,emotions,__index_level_0__,genre,predicted_emotions
5071,Buster Smith,"Who's that coming down the street?
Good old organ grinder Pete
He's the latest rhythm king
With his organ grinder's swing
Dadya, Pa swings it, so does Ma
Dadya, Ma swings it, so does Pa
Dadya, you swing it, so do I
Dadya, I swing it so do you
 
When he turns that handle down
Music goes around and 'round
Ev'rybody starts to sing 
To that organ grinder's swing
Trala,  Pa swings it, so does Ma
Trala, Ma swings it, so does Pa
Trala, you swing it, so do I
Trala, I swing it so do you
 
All the children tag along
Just to listen to his song
Monkey dancing on a string
To the organ grinder's swing
O-hum, Pa swings it, so does Ma
O-hum, Ma swings it, so does Pa
O-hum, you swing it, so do I
O-hum, I swing it so do you
 

",Organ Grinder's Swing,['neutral'],5071,jazz,{'neutral': 0.4380243718624115}
52276,Mance Lipscomb,"Love, oh love, oh careless love
You've fly through my head like wine
You've wrecked the life of a many poor girl
And you nearly spoiled this life of mine

Love, oh love, oh careless love
In your clutches of desire
You've made me break a many true vow
Then you set my very soul on fire

Love, oh love, oh careless love
All my happiness bereft
You've filled my heart with weary old blues
Now I'm walkin', talkin' to myself

Love, oh love, oh careless love
Trusted you now, it's too late
You've made me throw my old friend down
That's why I sing this song of hate

Love, oh love, oh careless love
Night and day, I weep and moan
You brought the wrong man into this life of mine
For my sins, till judgment I'll atone",Careless Love,['sadness'],32273,blues,{'sadness': 0.912233293056488}
31125,William McDowell,"Father we want to know You
Reveal Yourself to us
We've seen You
Through Jesus our Savior
We want to know You more
We're crying out to You
Reveal Yourself
Reveal Yourself
We're crying out to You
Reveal Yourself to us, oh God

Reveal Yourself to us
We want to know You better oh
Say Jesus, Jesus wonderful Savior
You are our hearts desire
We've tasted and seen Your goodness
Now nothing else satisfied
Oh God
We're crying out to You
Reveal Yourself Reveal Yourself
Reveal Yourself
We're crying out to You oh God
Reveal Yourself to us

This is our Prayer
Father reveal Your heart to us, Father reveal Your heart to us
Father reveal Your heart to us, Father reveal Your heart to us
Father reveal Your heart to us, Father reveal Your heart to us
We want to know You better, We want to know You better
We want to know You better, We want to know You better
So Father reveal Your heart to us, Father reveal Your heart to us
We want to know You better, so father reveal your heart to us
Oh we want you to
Father reveal Your heart to us
We want to know You better, We want to know You better
We want to know You better, We want to know You better
Come on father reveal your heart to us
We want to be close together
Father reveal Your heart to us
We want to know you
Father reveal Your heart to us
We want to know You better, We want to know You better
We want to know You better, We want to know You better
This is our cry so

Make us aware, make us aware, make us aware
Make us aware, make us aware, make us aware
So Make us aware, make us aware, make us aware
We want to know You better
We want to know You better
Come on make use sing it out in the room
Make us aware, make us aware, make us aware
Make us aware, make us aware, make us aware
And we are not separating from you
Make us aware, make us aware, make us aware
We want to know You better
We want to know You better

So someone else in this room sing it again
Make us aware, make us aware, make us aware
Make us aware, make us aware, make us aware
But you are right here near us
Make us aware, make us aware, make us aware
But your love is constantly drawing us
Make us aware, make us aware, make us aware
We want to know You better
We want to know You better
Just one more time come on let every body say
Make us aware, make us aware, make us aware
Make us aware, make us aware, make us aware
Make us aware, make us aware, make us aware

We want to know You better",Reveal,['sadness'],11122,gospel music,{'sadness': 0.6581964492797852}
40370,Shiny Toy Guns,"E-V-A-Y
I'll see, I'll see her
See nothing
Fall E-V-A-Y
Oh, to ride

So now follow these lights
Cause soon you'll be steering through the trees
When everything pulls apart
Beneath the street
Whoa, you're letting go

So, today your miracle 
Is starting out to be something
Stay like a miracle
You're always gonna be something
Even in your shoes

Telephone lines 
Are streaming in silence
From your machines 
Still looking for the broken link
In history
Oh your letting go 

So wherever you go
Wherever you go (wherever you go) 
I want to go (I want to go)
Wherever you go (wherever you go) 

Today your miracle 
Is starting out to be 
Something
Stay like a miracle
Your always gonna be 
Something
Even in your shoes
Even in your shoes 

Wherever you go 
I want to go 
Wherever you go 

Wherever you go 
Wherever you go 
I want to go

Wherever you go 
Wherever you go 
I want to go",e v a y,['surprise'],20367,new wave,{'fear': 0.6747269630432129}
51117,Anthrax,"We're gonna play you a song, a little bit of rock-n-roll
You gotta let yourself go, the band's gonna take control.
We're gettin' down today
We'll pick you up and take you away
Get down tonight

Smokin', smokin'
We're cookin' tonight, just keep on tokin'
Smokin', smokin'
I feel alright, mamma I'm not jokin', yeah.

Get your feet to the floor, everybody rock and roll
You've got nothing to lose just the rhythm and blues, that's all, yeah
We're gonna feel okay
We'll pick you up and take you away
Get down tonight.

Smokin', smokin'
We're cookin' tonight, just keep on tokin'
Smokin', smokin'
I feel alright, mamma I'm not jokin', yeah.

Everybody jumpin', dancin' to the boogie tonight
Clap your hands, move your feet
If you don't you know it won't seem right
We're gettin' down today
We'll pick you up and take you away
Get down tonight

We're gettin' down today
We'll pick you up and take you away
Get down tonight, well alright!",Smokin',['neutral'],31114,heavy metal,{'neutral': 0.42205095291137695}
55113,Simple Minds,"Ooh great wall of love, build me a great wall of love
When the blind man sings about the peaceful things
You shout that it's not good enough

Ah we wait till daylight hours
Waiting for a sign from you
Golden temples concrete towers
Building mansions on the hillside next to you
In the city souls awaken bodies shaking
Oh pull me up let me see the view
And to the hungry in the gutter
We've deprived them bread and butter
Always not enough
No not enough

Great wall of love, build me a great wall of love
When the blind man sings about the peaceful things
You shout that it's still not enough.

Ah well it's not the sound of ghosts I hear
It's the devil with his chainsaw
And I'll be running through the ghettos
Through the townships of Soweto
Always not enough
No not enough

Brothers missing, babies kissing
And the thing that got to you
Burning never turning next to you

Ooh great wall of love
Build me a great wall of love
When the blind man sings about the peaceful things
You shout that it's still not enough

So listen to me darling
They've got worries they've got troubles on their mind
And when you hear them reaching out
They're reaching out for something they can't find

Oh I believe one great day the rain will come
And wash this mess away
Oh I believe one great day the rain will come

They've got silver and diamonds
They've got paradise around them
They've got blue skies so clear
They've got their prisoner in a wagon
While the children chase the dragon
And the free bird files so clear
It files away
Fly fly fly away
Fly away
Oh you fly away

And may your sweet lips sing to me
Let the bells ring wherever freedom be
One babe is born and another one dies
There's people making love tonight
People making love tonight
Ah people making love tonight
People making love
People making love tonight
People making love
I can hear them reaching out
I can hear them reaching out
I can hear them reaching out
I can hear them reaching out
",Wall of Love,['fear'],35110,new wave,{'fear': 0.968220055103302}
55822,Gallows,"Do you think they're out to get you?
Do you often become ill?
Are your nerves in poor condition?
Are you living off of pills?

Do you suffer nervous breakdowns?
Are you frightened for your life?
Are you often plagued by nightmares?
Can you sleep through the night?

Have you told lies about the process?
Are you convinced they're inside your head?
Are you feeling persecuted?
Are you afraid you'll end up dead?

Do you feel you're being laughed at?
Do you feel so paranoid
That you'd see our symbold shattered?
You would have them all destroyed.

In us, we trust! 
In us, we trust! 
In us, we trust! 
In us, we trust! 

There's no way out.
There's no escape
From the vicious circle
We embrace.

There's no way out.
There's no escape
From the vicious circle
We embrace.
Karma's gonna smash your head in
Like a ton of bricks.
Purity hides behind a death mask and
Victim Culture's on the rise.

You showed me the tenderness of a funeral
Just another girl without a room.

Victim Culture's on the rise.
In us, we trust.
In us, we trust.
In us, we trust.
In us, we trust.

There's no way out.
There's no escape
From the vicious circle
We embrace.

There's no way out.
There's no escape
From the vicious circle
We embrace.

Proud hearts, sick minds.
Victim Culture's on the rise.
Bad blood, worse vibes.
Victim culture's on the rise.

You better fear the future.
You better fear what's coming next.
You better fear the future.
Grave diggers keep busy while we obsess.

In us, we trust.
In us, we trust.
In us, we trust.
In us, we trust.

There's no way out.
There's no escape
From the vicious circle
We embrace.

There's no way out.
There's no escape
From the vicious circle
We embrace.",Victim Culture,['fear'],35819,hardcore punk,{'fear': 0.9622533321380615}
64952,Darden Smith,"There's a hundred ways to kneel and kiss the ground
So many roads to the promised land
It's an endless song that makes a holy sound
There's a hundred ways to kneel and kiss the ground

My God and your God they're one and the same
They sit around talking as friends
Laugh at the sunset they cry at the moon
Fall into each other's arms every now and then

And anybody down here who's talking for them
You're putting words in the mouth of strangers
Trafficking rumors, talking in tongues
Calling us all to danger

So why all this talking and proving of points
Like Jerusalem's rabble and rumble
We could be dancing drunk on wine
With a lover who always catches us
Catches us when we stumble",One Hundred Ways,['disgust'],44949,country music,"{'fear': 0.3625181317329407, 'anger': 0.26402780413627625}"
30145,Gene Loves Jezebel,"Now you must tell me how it's been
For I have walked alone
The narrow winding way

You'd better hurry, your time is now
What was that worry
It's warm, it's warm, it's warm inside
It's warm, it's warm here in my heart

When you're all done dustin'
Crumble within me
Please lay me to waste

You'd better hurry, your time is now
What was that worry
It's warm, it's warm, it's warm inside
It's warm, it's warm here in my heart

When will I see you?
When will you appear?
When will you return?
When will it be here?

I will never forget you
I'll never forget you
Oooh, I'll never forget you

The boys and girls are all here
Sister Suzie is asking for the sun

You'd better hurry, your time is now
What was that worry
It's warm, it's warm, it's warm inside
It's warm, it's warm here in my heart

When will I see you?
When will you appear?
When will you return?
When will it be here?

When will I see you?
When will you appear?
When will you return?
When will it be here?

",Always a Flame,['fear'],10142,alternative rock,{'fear': 0.8966754078865051}
38877,UFO,"* I want you to call my name
I need to hear your voice again
You know I want you to call my name
Any time, there's no shame in our love

I met you watching the cars go by
You were there, every night, at the corner of elm and vine
And you had nothing to hide
For just a few bucks and you know it's a free ride

* repeat

I picked you up for all the wrong reasons
You left home for hollywood, where there's no break even
We had nothing to hide
You were just a few years on the wrong side

* repeat

It's only love, I know, a real love
I know it's only love, and you showed me how
Gotta keep you now

[instrumental]

We had nothing to hide
You were just a few years on the wrong side

* repeat
In our love...in our love...thre's no shame in our love...
",Call My Name,['neutral'],18874,pop music,{'neutral': 0.6677171587944031}
56451,Cock Sparrer,"It can't be right what I'm reading here
No one believes in all this stuff no more
Our ideas don't see eye to eye
You get your press with a pocketful of lies

Telling everybody every word is true
One day soon they're gonna see through you

[Chorus]
I got your number
You can fool some people some part of the time
I got your number
I ain't ever gonna toe that particular party line

There'll be some people gonna back you up
But don't look here for moral support
Don't you ask no favors from me
I don't believe in charity
Telling everybody you're wonderful
What are you gonna do when there's no one left to tell it to

[Chorus]

You think you're so special
But you're only fooling
Tell your lies to anyone but me

You think you're so special
But you're only fooling
Tell your lies to anyone but me

[Chorus: x3]",I Got Your Number,['neutral'],36448,punk rock,"{'neutral': 0.42339223623275757, 'anger': 0.2923257350921631}"
55332,Simply Red,"If I could make a wish I think I'd pass
Can't think of anything I need
No cigarettes, no sleep, no light, no sound
Nothing to eat, no books to read
Making love with you 
Has left me peaceful warm and tired
What more could I ask 
There's nothing left to be desired
Peace came upon me and it leaves me weak
Sleep, silent angel go to sleep

Sometimes all I need 
Is the air that I breathe 
And to love you

Sometimes all I need 
Is the air that I breathe 
And to love you

Sometimes all I need 
Is the air that I breathe 
And to love you",The Air That I Breathe,['sadness'],35329,pop music,{'fear': 0.5461986660957336}
46540,Megadeth,"I served with Jack Kennedy
I knew Jack Kennedy
Jack Kennedy was a friend of mine
Senator, you're no Jack Kennedy",I Know Jack,['neutral'],26537,heavy metal,{'neutral': 0.7491851449012756}
42427,Frank Sinatra,"When the moon hangs low in Napoli
There's a handsome gondolier
Every night he sings so happily
So his lady love can hear
In a manner oh gravissimo
He repeats his serenade,
And his heart beats so fortissimo
When she raises her Venetian shade

Ciribiribin, chiribiribin, ciribiribin

Ciribiribin, he waits for her each night beneath her balcony
Ciribiribin, he begs to hold her tight, but no, she won't agree
Ciribiribin, she throws a rose and blows a kiss from up above
Ciribiribin, ciribiribin, ciribiribin, they're so in love

(Orchestral Interlude)

Ciribiribin, ciribiribin, ciribiribin, they're so in love",Ciribiribin,['joy'],22424,jazz,{'joy': 0.7077749967575073}
40719,Shirley Temple,"You came along
You looked at me
So sweetly
You smiled so discreetly
And I fell so completely
You came along
And your arms were there to run to
Since that moment
I'm spellbound
Darling, look what you've done to me
(Shirley Temple chorus)
Every single day becomes a holiday
When I'm with you
I have lots of toys
But I don't want to play
When I'm with you
Oh Daddy how I miss you
You're busy all your life
I long to hug and kiss you
Marry me and let me be your wife
Every word I hear
Becomes a lullaby
When I'm with you
Even funny spinach
Tastes like pumpkin pie
When I'm with you
Oooh oooh oooh oooh!
In every dream I caress you
Every night I play the Lord will bless you
The worlds a nursry rhyme,
Daddy dear when I'm with you.
Every street I walk on 
Becomes a lovers lane
When I'm with you
I can see the sun
Though we're out in the rain
When I'm with you
To lose you would be tragic
Here is my heart unfurled
You have that certain magic
You're the seven wonders of the world
Snow is on the ground
But the leaves are in the trees
When I'm with you
Flowers sing a love song
There's music in the breeze
When I'm with you
Hmmmmmm
Please let me make this confession
You are my magnificent obsession
The world is all in rhyme
Lovely one when I'm
With you.",When I'm With You,['sadness'],20716,Unknown,{'sadness': 0.9061681628227234}
42288,Frank Sinatra,"O give me a home where the buffaloes roam
Where the deer and the antelope play
Where seldom is heard a discouraging word
And the skies are not cloudy all day

[Chorus:]
Home, home on the range
Where the deer and the antelope play
Where seldom is heard a discouraging word
And the skies are not cloudy all day

Where the air is so pure and the zephyrs so free
And the breezes so balmy and light
That I would not exchange my home on the range
For all of the cities so bright

[Chorus:]

How often at night when the heavens are bright
With the light of the glittering stars
I stand there amazed and I ask as I gaze
Does their glory exceed that of ours?

[Chorus:]",Home on the Range,['sadness'],22285,jazz,{'surprise': 0.5329999327659607}
60399,Muddy Waters,"I wonder why that southbound train don't run
I wonder why that southbound train don't run
Lord, you don't need no tellin', little girl, you know what you've done
You made me love you, now, your man done come
You made me love you, baby, now, your man done come
Gal, I know you happy, but poor Bill's just a lonely boy
I'm a hard-workin' man, I catch the devil everywhere I go
I'm a hard-workin' man, I catch the devil everywhere I go
Lord, if I can make it to the lowland, I won't have to worry no more
Standin' at the station, Lord, waitin' for a train
Standin' at the station, Lord, I was just waitin' for a train
Lord, deep down in my poor heart, baby, that a lie don't ache in pain
I've got my ticket, mister conductor man, can I ride?
I've got my ticket, please mister conductor man, let me ride
Lord, if I make it to the lowland, I'll be satisfied",Southbound Train,['surprise'],40396,blues,{'surprise': 0.5698860883712769}
66711,New Model Army,"We follow the taillights out of the city
Moving in a river of red
As the colors fade away from the Dusky sunset
We roll for the darkness ahead

We are old, we are young
We are in this together
Vagabonds and children (are)
Prisoners forever
With pulses a-raging
And eyes full of wonder
Kicking out behind us again

Nighttime City Beat the radio is calling
The lost and lonely in vain
Out here we are running for the Wide open spaces
The road smell after the rain

We are old, we are young
We are in this together
Vagabonds and children (are)
Prisoners forever
With pulses a-raging
And eyes full of wonder
Kicking out behind us again

And watching as a boy alone
At the key side
The ships loading cargo in the night
Their names all calling to faraway places
The years go past, the miles go by
And still this childhood romance
Will not die

We are old, we are young
We are in this together
Vagabonds and children (are)
Prisoners forever
With pulses a-raging
And eyes full of wonder
Kicking out behind us again

We are old, we are young
We are in this together
Vagabonds and children (are)
Prisoners forever
With pulses a-raging
And eyes full of wonder
Kicking out behind us again",Vagabonds,['sadness'],46708,alternative rock,{'sadness': 0.8421445488929749}
39122,Ultravox,"Someone stood beside me for a moments in the rain
A silhouette, a cigarette and a gesture of disdain
I felt a dark door open, saw a sudden ghost come through
A spark leap from my fingertip and I knew it must be you

Ain't you the man who dies every day?
You're the man who dies every day
You're the man

We never saw you walk in, we never saw you leave
You flick the ashes off a lap on everybody's sleeve
You always play that funny pack of cards without an ace
And every street you ever walked is mapped out on your face

'Cause you're the man who dies every day
You're the man who dies every day
You're the man

You always kept a sunset behind your lonely shoulder
You never showed on photographs and you never grew much older
You flicker like a shaky shadow, moving like a thief
You never drop your facade and you never seek relief

'Cause you're the man who dies every day
You're the man who dies every day
You're the man who dies every day
You're the man who dies every day
You're the man
",The Man Who Dies Every Day,['fear'],19119,new wave,{'fear': 0.7945573925971985}
30714,Bill Coon,"There is no greater love
Than what I feel for you
No greater love,
No heart so true

There is no greater thrill
Than what you bring to me
No sweeter song
Than what you sing to me

You're the sweetest thing
I have ever known
And to think that
You are mine alone.

There is no greater love
In all the world, it's true
No greater love
Than what I feel for you

You're the sweetest thing
I have ever known,
And to think that
You are mine alone.

There is no greater love
In all the world, it's true
No greater love
Than what I feel for you",There Is No Greater Love,['joy'],10711,Unknown,{'joy': 0.893047034740448}
57557,Anastacia,"This is a message
Pay attention
I got something to say
Pleasant information

This is me walking
That you're waving
This might get away
My taste of freedom

Goodbye
Goodbye

This is a calling
Not a conversation
No manipulation
If love is a season
You are my winter
You are just the ice
Layin' on my finger

This is a message
Pay attention
Nobody's gonna love me the wrong way again
This is a calling
Not a conversation
This is my overdue goodbye
Yeah, overdue goodbye

Oh, in my tomorrow
All the fields are golden
And all the papers say
That the spell's been broken

To my future lover
Fate will find you
Cause you have the power
Of truth behind you, yeah

Goodbye
Oh, yeah
Goodbye
Said goodbye, baby

This is a message
Pay attention
Nobody's gonna love me the wrong way again
This is a calling
Not a conversation
This is my overdue goodbye

Yeah yeah

Goodbye
I said goodbye
Goodbye
I said goodbye baby

This is a message
Pay attention
Nobody's gonna love me the wrong way again
Oh yeah
This is a calling
Not a conversation
This is my overdue goodbye

(this is a message) oh
(pay attention) said pay attention
(nobody's gonna love me the wrong way again) 
Nobody, nobody, no
(this is a calling) a calling
(not a conversation)
This is my overdue goodbye

Hey ya
Goodbye
Oh oh
Goodbye
Come on and sing with me
One more time, one more time
Goodbye
Oh
Goodbye
Yeah yeah
Goodbye
Mm
Goodbye
Goodbye
Goodbye
Goodbye
Goodbye
Yeah he
Goodbye",Overdue Goodbye,['neutral'],37554,rock music,"{'fear': 0.36406707763671875, 'neutral': 0.2640438973903656, 'anger': 0.20343360304832458}"
6188,Hayes Carll,"You told your mama, you told your pa
Mama called the preacher
Daddy called the law
But it's alright, it's alright
We did not need them anyway
We just won't come home on Christmas
Or any other Holiday

You say behave yourself, I say I'll try
You say don't go out tonight
And I say why
But it's okay, it's okay
Everything's gonna be just fine
You can fall asleep in your bed, honey
And I'll toss and turn in mine.

You makin' money honey, gonna be a star
I lie around all day
And play guitar
But it's okay, it's okay
Everything's gonna be alright
I'll make breakfast every morning sugar
Sing you lullabies at night.

Well you like checkers, and I like chess
I like you naked
And you like to dress
But it's okay, it's okay
Everything's gonna be just fine
Naked checkers every Friday
I bet you beat me every time

You told your mama, you told your pa
Mama called the preacher
Daddy called the law
But it's alright, it's alright
We did not need them anyway
We just won't come home on Christmas
Or any other holiday",Naked Checkers,['neutral'],6188,country music,{'neutral': 0.40759313106536865}
5058,Buster Bailey,"I hate to see that evening sun go down
I hate to see that evening sun go down
Cause my baby, he's gone left this town

Feelin' tomorrow like I feel today
If I'm feelin' tomorrow like I feel today
I'll pack my truck and make my give-a-way

St. Louis woman with her diamond ring
Pulls that man around by her, if it wasn't for her and her
That man I love would have gone nowhere, nowhere

I got the St. Louis blues, blues as I can be
That man's got a heart like a rock cast in the sea
Or else he wouldn't have gone so far from me

I love my baby like a school boy loves his pie
Like a Kentucky colonel loves his mint 'n rye
I love my man till the day I die",St. Louis Blues,['sadness'],5058,jazz,{'sadness': 0.945809006690979}
59548,Meat Loaf,"Every day of my life they say the same old thing
Hey boy! Oh boy, you better wait for your turn
And every day of my life I get the same old line
Hey boy! Oh boy, when are you going to learn
I want to go on the red, I want to go on the green
I want to go on all colors that I see in between
I want to run all the tolls, I want to run all the signs
I want to run all the way across a double white line

But every day of my life I see the same old road
Hey girl! Oh girl, we gotta pull up our routes
And every day of my life I see the same old dream
Hey girl! Oh girl, I need a dream I can use

I want to go on the red, I want to go on the green
I want to go on all colors that I see in between
I want to run all the tolls, I want to run all the signs

My body is the car and my soul is the ignition
Your love will be the key and we'll jockey for position till we

[Chorus:]
Peel out! Peel out! Peel out! We're sick and tired of waiting in line
Peel out! Peel out! Peel out! Nobody's taking our time

Peel out! Peel out! Peel out!

Tire tracks and broken hearts, that's all we're leaving behind
There oughta be a law and there better be a crime
There oughta be a law and there better be a crime

And every night of my life there's something holding me back
Hey girl - what is it boy - oh girl, I know it's time to cut loose
And every night of my life I dream of someone like you
Hey girl - what is it boy - oh girl, you got a dream I can use

Tire tracks and broken hearts, that's all we're leaving behind

My body is the car and my soul is the ignition
Your love will be the key and we'll jockey for position till we -

[Chorus x3]

Peel out!",Peel Out,['anger'],39545,rock music,{'anger': 0.4233163297176361}
42561,Ezra Charles,"I can see we're thinkin' bout the same things
And I can see your expression when the phone rings
We both know there's something happening here
Well,there's no sense in dancing round the subject	
A wound gets worse when it's treated with neglect
Don't turn around ,there's nothing here to fear

[Chorus]
You can talk to me
Talk to me
You can talk to me
You can set your secrets free,baby

Dusty words lying under carpets
Seldom heard well must you keep your secrets
Locked inside hidden safe from view
Well,is it all that hard
Is it all that tough
Well,I've shown you all my cards now isn't that enough
You can hide your hurt
But,there's something you can do

You can talk to me
Talk to me, talk to me
I can set your secrets free,baby
La, la, la, la

Though we lay face to face and cheek to cheek
Our voices stray from the common ground where they could meet
The walls run high, to veil a swelling tear
Oh,let the walls burn down,set your secrets free
You can break their bounds, cause you're safe with me
You can lose your doubt,cause you'll find no danger not here

[Chorus]

Oh,I can see you running, I can see you running
I can see you running all the way back home
I can see your expression when the phone rings
And I can see your thinkin' bout the same things
Is it all that hard
Is it all that tough
Well, you've taken all there is now baby
Isn't that enough
Well, I can see you runnin', i can see you runnin'
All the way back",Talk to Me,['fear'],22558,Unknown,{'fear': 0.8989525437355042}
57080,Kiss,"Come on Charlotte 
Wake up San Diego, Milwaukie, Miami 
Put your two lips together and kiss 

We're kissin' in Cleveland, and Cincinnati too 
Way out in Chicago, I'll tell you what to do 
They party all over, even in St. Lou 
So baby get ready and I'll be kissin' you 

Oh, oh, 'cause anytime is kissin' time, USA 
So treat me right, don't make me fight 
And we'll rock and roll tonight 

We're kissin' in Dallas 
And Philly's goin' wild 
So let's Kiss Atlanta, ho 
You know we'll make it smile 

We love the women 
Way down in Tennessee 
So baby come on now and start a-kissin' me 

Oh, oh, 'cause anytime is kissin' time, USA 
So treat me right, don't make me fight 
And we'll rock and roll tonight 

Kiss all of Seattle, LA to Baltimore 
You know we been kissin' in 'Frisco, so lets kiss some more 
Let's do it in Detroit, they all love to score 
So baby, oh baby, what are we waitin' for 

Oh, oh, 'cause anytime is kissin' time, USA 
So treat me right, don't make me fight 
And we'll rock and roll tonight 

Oh, oh, 'cause anytime is kissin' time, USA 
So treat me right, don't make me fight 
And we'll rock and roll tonight 

Oh, oh, 'cause anytime is kissin' time, USA 
So treat me right, don't make me fight 
And we'll rock and roll tonight",Kissin' Time,['fear'],37077,hard rock,{'fear': 0.627996027469635}
65711,Beanie Sigel,"[Beanie Sigel]
Yeah, uh it's all good now
It's all good now
We out the hood now
It's all good now
We out the hood now
We out the hood now
It's all good now
We out the hood now
It's all good now

Who thought we'd see the day when we'd put our feet up
Lay back, exhale, put the heat up
No stress, no scale, no jail could keep us
Only case we catching now would be a misdemeanor
Remember we used to hustle thinking life would cheat us
Not knowing if we struggled life would treat us
Think on how mommy carried us
Where life gon lead us
Knowing if we getting married
Our wife will need us
If at one time you could look into my mind
When I close my eyes and remember them times
No gas, had a hot plate heat our dinners
No cash, most nights ate sleep for dinner
Welfare and white landlord, that life ain't easy
The only ones moving up was George and Weezy
All my sugar water babies who live in autos, it's crazy
Keep it in the dark, I'm-a speak it from the heart

[Eve]
Remember dem days
Livin' all days in doubt
Remember dem days
Thinking there's no way out
Remember dem days
Not knowing which way to route
It's all good now
We out the hood now
Remember dem days
All of us under the covers
Remember dem days
Heating up the house with the oven
Remember dem days
Thinking that life ain't love us, come on
It's all good now
We out the hood now

[Beanie Sigel]
Remember kids who run the block
You never thought they would get harmed
Only time our block got wet was when the sprinklers were on
Think about that time dawg that wasn't long
Now that we got kids think when we was born
Coming up in my hood was hard
Every day my mom cooked with lard
Fucked up I couldn't feed myself
Living life no means of wealth
Eating shit I can't believe myself
That's not a joke
Man I was dealt these cards and I played dem out
Yeah the road was rough but I made a route
Now picture running extension cords from your neighbor's house
To get lights, fuck Max on the latest routes
Used to close my eyes try to fade it out
Dumb niggas in the hood think I made it out
Man that showed me just where they mental at
And tell me half of these cats ain't been through jack

[Eve]
Remember dem days
Livin' all days in doubt
Remember dem days
Thinking there's no way out
Remember dem days
Not knowing which way to route
It's all good now
We out the hood now
Remember dem days
All the bluffs under the covers
Remember dem days
Heating up the house with the oven
Remember dem days
Thinking that life ain't love us, come on
It's all good now
We out the hood now

[Beanie Sigel]
Yo every day I think Deke and Rola
From introducing me to Dame and Hova
Ever since that day I met Jay
Man I knew my pain was over
They let me in this game it's over
Mom I know I put you through hell
But now I'm gonna order you heaven
No more temporary layoffs like Florida Evans
Ain't no good times about dat there
Your boy rhyme now, it's fine now
We out dat there
Fuck that Access car
I'm-a work extra hard
To turn that into a platinum express car
You can have sweet dreams at night
Your boy ain't out there with dem toys and them pings at night
All dem cracks and the gats left that life alone
It's the tracks and the raps and the microphone
Wish y'all would fuck that up now
Shit it's all good now
We out the hood now

[Eve]
Remember dem days
Livin' all days in doubt
Remember dem days
Thinking there's no way out
Remember dem days
Not knowing which way to route
It's all good now
We out the hood now
Remember dem days
All the bluffs under the covers
Remember dem days
Heating up the house with the oven
Remember dem days
Thinking that life ain't love us, come on
It's all good now
We out the hood now",Remember Them Days,['neutral'],45708,gangsta rap,{'anger': 0.47784623503685}
67824,Dark Tranquillity,"What if this image was taken
In an instant erased from the world
What if the truth is too far
And you reality can't cope with the distance
In the abstract a mind never challenged
Is the bearer of merciless fate

All you can feel is the loss of who you are
By force or by fire, by force or by flame
All you will know is the void of emptiness
By force or the flame 'til reason prevails

When the doubt starts to creep in your mind
And subverts the true cause of your ways
You must remain a witness of merciless fate

All you can feel is the loss of who you are
By force or by fire, by force or by flame
All you will know is the void of emptiness
By force or the flame

All that you see is a darkness
From the outside looking in
From the outside looking in
All you can sense is surface tension
From a distance grasping at straws
From a distance grasping at straws

All you can feel is the loss of who you are
It's not about you, it's not about you
All you will know is the void of emptiness
By force of the flame, this merciless fate",Merciless Fate,['anger'],47821,melodic death metal,{'anger': 0.8111796975135803}
57122,Kiss,"I know a thing or two about her 
I know she'll only make you cry 
She'll let you walk the street beside her 
But when she wants she'll pass you by 
Ev'rybody said she's lookin' good 
And the lady knows it's understood 
Strutter! 
Strutter! 
Strutter! 

She wears her satin like a lady 
She gets her way just like a child 
You take her home and she says ""Maybe, baby"" 
She takes you down and drives you wild 

Ev'rybody said she's lookin' good 
And the lady knows it's understood 
Strutter! 

I know a thing or two about her 
I know she'll only make you cry 
She'll let you walk the street beside her 
But when she wants, she'll pass you by 

Everybody said she's lookin' good, and the lady knows it's understood 
Strutter - I know she'll just make you cry 
Strutter - look out, that girl will just pass you by 
Strutter - whoa oh, she gets her way like a child 
Strutter - mama, that girl will just drive you wild 

Strutter (repeats out)",Strutter '78,['fear'],37119,hard rock,{'fear': 0.5723856091499329}
57495,Ana Laan,"Please, don't talk
My mind is out for a walk
Just go on touching me

Feel your way
Baby, make my day
Just go on touching me

Paradise sounds pretty nice
But nothing could be better than this
Nothing could be better than this

Hold me tight
Honey you're getting it right
Just keep on loving me

Don't be shy
Your clever hands don't lie
Please, please, keep on loving me

Istanbul sounds wonderful
But nothing could be better than this
Oh no nothing could be better than this

Mani, mani
Caserita no te acuestes a dormir
Sin comer un cucurucho de mani

Mani
Caserita no te acuestes a dormir
Sin comer un cucurucho de mani

Take your time
Hard and slow is fine
Lay your hands all over me

Make it last
There's no need to go fast
Just lay your hands on me

Hollywood sounds pretty good
But nothing could be better than this
Oh no, baby, nothing could be better than this

Your clever hands never lie
Nothing could be better than this
Don't stop now
Nothing could be better than this

",Paradise,['fear'],37492,pop music,{'fear': 0.752952516078949}
